system_ind,typology
0029000000000001a702,CR/LFINF/DNO
0029000000000001a703,MUR/LWAL/DNO
0029000000000001a705,MUR/LWAL/DNO
"00290000000000020827",CR/LFINF/DNO
"00290000000000020830",MUR/LWAL/DNO
0029000000000002084a,CR/LFINF/DNO
0029000000000001197e,MUR/LWAL/DNO
002900000000000119c0,MUR/LWAL/DNO
00290000000000011a8d,MCF/LWAL/DUC
00290000000000015fc4,CR/LFINF/DUC
00290000000000015ff2,MUR/LWAL/DNO
"00290000000000016029",CR/LWAL/DUC
0029000000000000b5c8,MUR/LWAL/DNO
0029000000000000b645,CR/LFINF/DNO
0029000000000000b675,CR/LFINF/DNO
0029000000000000b695,CR/LFINF/DNO
00290000000000006fb4,CR/LFINF/DNO
"00290000000000007006",MUR/LWAL/DNO
0029000000000000705c,CR/LFINF/DNO
0029000000000003068e,MUR/LWAL/DNO
002900000000000306dc,MUR/LWAL/DNO
"002900000000000306e0",MUR/LWAL/DNO
0029000000000002bef8,MUR/LWAL/DNO
0029000000000002bf21,MUR/LWAL/DNO
0029000000000002bf85,MUR/LWAL/DNO
0029000000000001cfb4,MUR/LWAL/DNO
0029000000000001d06b,MUR/LWAL/DNO
0029000000000001d08b,MR/LWAL/DNO
0029000000000001d0a6,MR/LWAL/DNO
0029000000000001d0b9,MUR/LWAL/DNO
00290000000000002a91,MUR/LWAL/DNO
00290000000000002acb,MUR/LWAL/DNO
00290000000000002b16,CR/LFINF/DUC
"00290000000000027813",CR/LFINF/DNO
"00290000000000027878",CR/LFINF/DNO
00290000000000018b16,MUR/LWAL/DNO
00290000000000018b2c,CR/LFINF/DUC
00290000000000018b63,MUR/LWAL/DNO
00290000000000018b8b,MUR/LWAL/DNO
00290000000000018b9f,MCF/LWAL/DUC
00290000000000018bb0,MUR/LWAL/DNO
00290000000000018bbf,CR/LFINF/DNO
00290000000000014b27,MUR/LWAL/DNO
00290000000000014b46,MUR/LWAL/DNO
00290000000000035cbf,MUR/LWAL/DNO
00290000000000035cc1,MUR/LWAL/DNO
002900000000000105fe,MUR/LWAL/DNO
0029000000000001063a,MUR/LWAL/DNO
"00290000000000010656",CR/LFINF/DUC
"00290000000000010691",CR/LFINF/DUC
00290000000000009ab9,CR/LFINF/DNO
00290000000000009ae8,MUR/LWAL/DNO
0029000000000002e9df,MUR/LWAL/DNO
0029000000000002ea94,CR/LFINF/DNO
0029000000000002eadb,CR/LFINF/DNO
0029000000000002eaea,CR/LFINF/DUC
"002900000000000330d4",MUR/LWAL/DNO
002900000000000330fb,CR/LFINF/DUC
"00290000000000033112",MUR/LWAL/DNO
002900000000000331ab,MUR/LWAL/DNO
"00290000000000005611",MUR/LWAL/DNO
"00290000000000005615",MUR/LWAL/DNO
0029000000000000562a,CR/LWAL/DUC
002900000000000011a9,CR/LFINF/DUC
002900000000000011dd,MUR/LWAL/DNO
002900000000000011ed,MUR/LWAL/DNO
"00290000000000001216",CR/LFINF/DNO
"00290000000000001271",CR/LFINF/DNO
0029000000000000128e,CR/LFINF/DUC
0029000000000002a383,MUR/LWAL/DNO
0029000000000002a3b8,MUR/LWAL/DNO
0029000000000002a424,MUR/LWAL/DNO
0029000000000002a43c,MUR/LWAL/DNO
0029000000000002a460,MUR/LWAL/DNO
0029000000000001bb7a,CR/LFINF/DNO
0029000000000001bbdf,CR/LFINF/DNO
0029000000000001bbe3,MUR/LWAL/DNO
0029000000000001bc43,MUR/LWAL/DNO
0029000000000001bc59,MUR/LWAL/DNO
"00290000000000025d80",MUR/LWAL/DNO
00290000000000012fe7,CR/LFINF/DNO
"00290000000000013055",MUR/LWAL/DNO
"00290000000000017726",MUR/LWAL/DNO
0029000000000001773f,CR/LFINF/DNO
0029000000000002164f,MUR/LWAL/DNO
0029000000000002168b,MUR/LWAL/DNO
0029000000000000c5b5,MR/LWAL/DNO
0029000000000000c5e9,MUR/LWAL/DNO
0029000000000000c62f,CR/LFINF/DNO
0029000000000000c630,MUR/LWAL/DNO
0029000000000000c636,CR/LFINF/DUC
0029000000000000c65f,MUR/LWAL/DNO
0029000000000000c675,MUR/LWAL/DNO
0029000000000000c681,MUR/LWAL/DNO
0029000000000000e8bf,MUR/LWAL/DNO
"0029000000000000e903",CR/LFINF/DNO
0029000000000000e90e,CR/LFINF/DNO
"0029000000000000e911",MUR/LWAL/DNO
"0029000000000000e937",CR/LFINF/DUC
0029000000000000406d,MCF/LWAL/DUC
"00290000000000008204",MUR/LWAL/DNO
"00290000000000031429",MUR/LWAL/DNO
"00290000000000031492",MUR/LWAL/DNO
002900000000000314bb,CR/LFINF/DNO
0029000000000001e7c6,CR/LFINF/DNO
0029000000000001e7e7,MUR/LWAL/DNO
0029000000000001e7f8,MUR/LWAL/DNO
0029000000000001e7fb,MUR/LWAL/DNO
0029000000000002cdf4,CR/LFINF/DNO
0029000000000002ceea,MUR/LWAL/DNO
0029000000000001a0f2,CR/LFINF/DNO
0029000000000001a10c,MUR/LWAL/DNO
0029000000000001a10e,MUR/LWAL/DNO
0029000000000001a183,CR/LFINF/DNO
0029000000000001a19f,CR/LFINF/DNO
0029000000000001a1ce,MCF/LWAL/DUC
0029000000000001a1de,MUR/LWAL/DNO
"002900000000000242d9",MUR/LWAL/DNO
0029000000000002436e,MUR/LWAL/DNO
002900000000000243a5,CR/LFINF/DNO
0029000000000002885f,MUR/LWAL/DNO
0029000000000001fe17,CR/LFINF/DNO
0029000000000001fe84,MUR/LWAL/DNO
0029000000000001fecc,CR/LFINF/DNO
002900000000000159f4,MUR/LWAL/DNO
00290000000000015a0b,CR/LFINF/DUC
00290000000000015a39,MUR/LWAL/DNO
00290000000000015a68,MUR/LWAL/DNO
0029000000000000b03b,MUR/LWAL/DNO
0029000000000000b065,CR/LFINF/DNO
0029000000000000b0eb,MUR/LWAL/DNO
0029000000000000b11a,CR/LFINF/DNO
"00290000000000034060",CR/LFINF/DNO
"002900000000000340d0",CR/LFINF/DNO
0029000000000001ed9e,CR/LFINF/DNO
002900000000000340ee,CR/LFINF/DNO
"00290000000000011329",MCF/LWAL/DUC
0029000000000001134a,MR/LWAL/DNO
"002900000000000113d4",MUR/LWAL/DNO
"002900000000000113d7",CR/LFINF/DNO
"002900000000000113e9",CR/LFINF/DNO
00290000000000006b2e,MUR/LWAL/DNO
00290000000000006bcc,MUR/LWAL/DNO
00290000000000006c0c,MUR/LWAL/DNO
0029000000000002f9d2,MUR/LWAL/DNO
0029000000000002fa5b,MUR/LWAL/DNO
0029000000000002fa73,MUR/LWAL/DNO
0029000000000002fb0c,CR/LFINF/DNO
0029000000000002b3da,MUR/LWAL/DNO
0029000000000002b3fe,MUR/LWAL/DNO
0029000000000002b4c3,CR/LWAL/DUC
"002900000000000024e4",MUR/LWAL/DNO
002900000000000024f3,MUR/LWAL/DNO
"00290000000000002573",MUR/LWAL/DNO
"00290000000000002591",CR/LFINF/DNO
002900000000000025a5,CR/LFINF/DNO
"00290000000000027016",MCF/LWAL/DUC
0029000000000002702e,MUR/LWAL/DNO
"00290000000000027073",MUR/LWAL/DNO
"00290000000000027086",MUR/LWAL/DNO
0029000000000001843a,MUR/LWAL/DNO
0029000000000001cab4,MUR/LWAL/DNO
0029000000000001cad0,MR/LWAL/DNO
0029000000000001cb64,MUR/LWAL/DNO
0029000000000001cb68,CR/LFINF/DNO
00290000000000022cb0,CR/LFINF/DUC
00290000000000022cd3,MR/LWAL/DNO
"00290000000000022d84",MUR/LWAL/DNO
00290000000000022d8a,MUR/LWAL/DNO
00290000000000013ecd,CR/LFINF/DNO
00290000000000013ed6,MUR/LWAL/DNO
00290000000000013eff,MUR/LWAL/DNO
00290000000000013f51,MUR/LWAL/DNO
00290000000000013f8a,CR/LFINF/DNO
00290000000000013f8f,MUR/LWAL/DNO
0029000000000000f97e,MUR/LWAL/DNO
0029000000000000f9b0,MUR/LWAL/DNO
0029000000000000f9bc,MUR/LWAL/DNO
"00290000000000009581",MUR/LWAL/DNO
002900000000000095b4,MUR/LWAL/DNO
002900000000000095bd,MUR/LWAL/DNO
002900000000000357ef,MUR/LWAL/DNO
"00290000000000035841",MUR/LWAL/DNO
"00290000000000032635",CR/LFINF/DNO
0029000000000003265f,MUR/LWAL/DNO
"00290000000000032669",MUR/LWAL/DNO
0029000000000003267d,MUR/LWAL/DNO
00290000000000004ec9,MUR/LWAL/DNO
00290000000000004f3b,MUR/LWAL/DNO
00290000000000004f72,CR/LFINF/DUC
00290000000000029d7b,CR/LFINF/DUC
00290000000000029dda,MUR/LWAL/DNO
"00290000000000029e16",CR/LFINF/DNO
"00290000000000029e50",MUR/LWAL/DNO
"00290000000000029e92",MUR/LWAL/DNO
00290000000000029eb3,CR/LFINF/DUC
00290000000000029ebc,CR/LFINF/DNO
0029000000000002e27d,CR/LFINF/DUC
"00290000000000000859",MUR/LWAL/DNO
"00290000000000000890",CR/LFINF/DUC
0029000000000001af66,MUR/LWAL/DNO
0029000000000001b02f,MUR/LWAL/DNO
"002900000000000124d0",MUR/LWAL/DNO
"002900000000000124e4",MUR/LWAL/DNO
00290000000000016a0f,MUR/LWAL/DNO
00290000000000016aee,MUR/LWAL/DNO
00290000000000016b0f,MUR/LWAL/DNO
00290000000000016b31,CR/LFINF/DUC
002900000000000210da,MUR/LWAL/DNO
002900000000000210f3,CR/LFINF/DNO
0029000000000002116d,MR/LWAL/DNO
002900000000000211ab,MUR/LWAL/DNO
002900000000000353a0,CR/LFINF/DNO
002900000000000353aa,CR/LFINF/DNO
0029000000000000bf12,MUR/LWAL/DNO
0029000000000000bfab,MCF/LWAL/DNO
0029000000000000bfe4,CR/LDUAL/DUC
"00290000000000007974",CR/LFINF/DNO
0029000000000003101e,MUR/LWAL/DNO
"00290000000000031053",CR/LFINF/DNO
0029000000000003106c,MUR/LWAL/DNO
"00290000000000031085",CR/LFINF/DNO
0029000000000003108c,MUR/LWAL/DNO
0029000000000003109b,MUR/LWAL/DNO
0029000000000001daf5,CR/LFINF/DUC
"00290000000000003345",MUR/LWAL/DNO
002900000000000033dc,MUR/LWAL/DNO
0029000000000000345f,MUR/LWAL/DNO
0029000000000002ca05,MUR/LWAL/DNO
0029000000000002ca2e,MUR/LWAL/DNO
0029000000000002ca2f,MUR/LWAL/DNO
0029000000000002ca3e,MUR/LWAL/DNO
0029000000000002ca68,MUR/LWAL/DNO
0029000000000002ca9e,MUR/LWAL/DNO
0029000000000001960b,MR/LWAL/DNO
"00290000000000019625",CR/LFINF/DNO
002900000000000196ad,CR/LFINF/DNO
002900000000000196af,CR/LFINF/DUC
"00290000000000019701",MR/LWAL/DNO
"002900000000000282e4",MUR/LWAL/DNO
"002900000000000282e6",MUR/LWAL/DNO
002900000000000282fb,CR/LFINF/DNO
0029000000000002831c,CR/LFINF/DUC
0029000000000002836c,MUR/LWAL/DNO
0029000000000001f56f,CR/LFINF/DNO
0029000000000001f575,MUR/LWAL/DNO
0029000000000001f599,CR/LFINF/DNO
00290000000000023c3c,MUR/LWAL/DNO
00290000000000023c4b,MUR/LWAL/DNO
0029000000000001520c,MUR/LWAL/DNO
0029000000000001521b,CR/LFINF/DNO
"00290000000000015248",MUR/LWAL/DNO
0029000000000001524c,MUR/LWAL/DNO
0029000000000000a37a,MUR/LWAL/DNO
0029000000000000a3a1,MUR/LWAL/DNO
0029000000000000a416,MUR/LWAL/DNO
0029000000000000a46f,CR/LFINF/DUC
0029000000000000a472,MUR/LWAL/DNO
0029000000000000a476,MCF/LWAL/DNO
00290000000000010f46,MUR/LWAL/DNO
00290000000000010f9c,MUR/LWAL/DNO
"00290000000000005e93",MR/LWAL/DNO
"00290000000000005e94",MUR/LWAL/DNO
00290000000000005f64,CR/LFINF/DNO
00290000000000005f71,CR/LFINF/DNO
0029000000000002f4a0,MUR/LWAL/DNO
0029000000000002f4fa,MCF/LWAL/DUC
0029000000000002f597,MUR/LWAL/DNO
00290000000000033ba3,MUR/LWAL/DNO
00290000000000033c5f,MUR/LWAL/DNO
00290000000000033cca,MUR/LWAL/DNO
00290000000000033cd7,MUR/LWAL/DNO
0029000000000002ad77,MUR/LWAL/DNO
0029000000000002ada3,CR/LFINF/DNO
00290000000000001ac1,MUR/LWAL/DNO
002900000000000265bd,CR/LFINF/DUC
"00290000000000026661",MUR/LWAL/DNO
00290000000000017f7d,MUR/LWAL/DNO
00290000000000017ff5,MUR/LWAL/DNO
"00290000000000018061",MUR/LWAL/DNO
0029000000000001c2a5,CR/LFINF/DUC
0029000000000001c2fd,CR/LFINF/DUC
0029000000000001c332,MUR/LWAL/DNO
002900000000000220cd,CR/LFINF/DNO
002900000000000220dc,CR/LFINF/DNO
00290000000000013b06,MUR/LWAL/DNO
0029000000000000ced7,MCF/LWAL/DNO
"0029000000000000d002",CR/LFINF/DNO
0029000000000000f3a5,MCF/LWAL/DNO
0029000000000000f3de,CR/LFINF/DNO
0029000000000000f410,CR/LFINF/DUC
00290000000000031f7f,CR/LFINF/DNO
00290000000000031fa6,MUR/LWAL/DNO
"00290000000000004696",MUR/LWAL/DNO
002900000000000046a9,CR/LFINF/DNO
00290000000000008ab8,CR/LFINF/DNO
"0029000000000002d801",MUR/LWAL/DNO
"0029000000000002d826",MUR/LWAL/DNO
002900000000000004ab,CR/LFINF/DNO
002900000000000291cb,MUR/LWAL/DNO
002900000000000291dd,MUR/LWAL/DNO
0029000000000002923f,MUR/LWAL/DNO
"00290000000000029262",CR/LFINF/DNO
0029000000000001ab7b,MUR/LWAL/DNO
0029000000000001ac01,CR/LFINF/DNO
00290000000000024c81,MR/LWAL/DNO
00290000000000024c99,CR/LFINF/DUC
00290000000000024d0a,MUR/LWAL/DNO
00290000000000024d2e,MUR/LWAL/DNO
002900000000000163aa,MUR/LWAL/DNO
0029000000000001642f,MCF/LWAL/DUC
"00290000000000020649",MUR/LWAL/DNO
"00290000000000020677",MUR/LWAL/DNO
"00290000000000020687",MUR/LWAL/DNO
002900000000000206b1,CR/LFINF/DNO
002900000000000206f4,CR/LFINF/DNO
002900000000000349dc,MUR/LWAL/DNO
00290000000000034a55,CR/LFINF/DUC
00290000000000034a9e,CR/LFINF/DUC
00290000000000011d7c,MUR/LWAL/DNO
00290000000000011db5,CR/LFINF/DNO
00290000000000011db8,MUR/LWAL/DNO
"00290000000000011e22",CR/LFINF/DNO
"00290000000000011e71",CR/LFINF/DUC
0029000000000000b6b0,MUR/LWAL/DNO
0029000000000000b717,MUR/LWAL/DNO
0029000000000000b782,CR/LFINF/DNO
0029000000000000b7e9,CR/LFINF/DNO
0029000000000000744d,CR/LFINF/DNO
002900000000000074a2,MUR/LWAL/DNO
002900000000000074bc,CR/LFINF/DNO
"002900000000000074d7",CR/LFINF/DNO
"00290000000000007569",MUR/LWAL/DNO
"00290000000000007584",CR/LFINF/DNO
"00290000000000030402",MR/LWAL/DNO
"00290000000000030460",CR/LFINF/DNO
0029000000000003048b,CR/LFINF/DUC
002900000000000304a0,MUR/LWAL/DNO
002900000000000304a3,MUR/LWAL/DNO
002900000000000304a4,CR/LFINF/DNO
00290000000000002ffe,CR/LFINF/DNO
0029000000000002bd90,MUR/LWAL/DNO
0029000000000002bdf4,CR/LFINF/DNO
0029000000000002be39,CR/LFINF/DNO
00290000000000018efb,MUR/LWAL/DNO
00290000000000018f46,MUR/LWAL/DNO
00290000000000018f94,CR/LFINF/DNO
00290000000000018f9e,MUR/LWAL/DNO
00290000000000018fba,MUR/LWAL/DNO
00290000000000018fce,CR/LFINF/DUC
0029000000000001d44a,CR/LFINF/DNO
0029000000000001d4b1,CR/LWAL/DUC
0029000000000001d4b9,CR/LFINF/DUC
0029000000000001d4c3,MUR/LWAL/DNO
002900000000000279a3,MUR/LWAL/DNO
002900000000000279ad,MUR/LWAL/DNO
002900000000000279bb,CR/LFINF/DNO
"002900000000000279d5",MUR/LWAL/DNO
002900000000000233f9,MUR/LWAL/DNO
"00290000000000023478",CR/LFINF/DUC
"00290000000000014819",CR/LFINF/DNO
002900000000000148c4,MCF/LWAL/DNO
002900000000000148cf,MUR/LWAL/DNO
"00290000000000014902",MUR/LWAL/DNO
0029000000000000a038,CR/LFINF/DNO
0029000000000000a07c,MUR/LWAL/DNO
0029000000000000a0ad,MR/LWAL/DNO
0029000000000001f1ba,MCF/LWAL/DNO
002900000000000102b3,MUR/LWAL/DNO
002900000000000102cf,MUR/LWAL/DNO
002900000000000102f3,MUR/LWAL/DNO
"00290000000000010306",MUR/LWAL/DNO
"00290000000000010313",MUR/LWAL/DNO
002900000000000103ac,MUR/LWAL/DNO
002900000000000103dd,MUR/LWAL/DNO
002900000000000057b8,MUR/LWAL/DNO
"002900000000000057d3",MUR/LWAL/DNO
"00290000000000005834",CR/LFINF/DNO
"00290000000000005838",MUR/LWAL/DNO
"00290000000000005840",MUR/LWAL/DNO
"00290000000000005882",CR/LFINF/DUC
00290000000000032fa1,CR/LFINF/DNO
00290000000000032fb8,CR/LFINF/DNO
00290000000000032fd3,MUR/LWAL/DNO
"00290000000000033015",CR/LFINF/DUC
"00290000000000033048",MCF/LWAL/DUC
"00290000000000001333",CR/LFINF/DUC
0029000000000000133c,MUR/LWAL/DNO
0029000000000000134e,MUR/LWAL/DNO
002900000000000013a4,CR/LFINF/DUC
0029000000000002a4f5,CR/LFINF/DUC
0029000000000002a558,MUR/LWAL/DNO
0029000000000002a57b,MUR/LWAL/DNO
0029000000000002a5a1,MUR/LWAL/DNO
0029000000000002a5a3,MUR/LWAL/DNO
0029000000000002ec1f,CR/LFINF/DNO
"00290000000000026206",MUR/LWAL/DNO
"00290000000000026207",MUR/LWAL/DNO
"00290000000000026243",MUR/LWAL/DNO
0029000000000001b95d,MUR/LWAL/DNO
00290000000000021c1e,CR/LFINF/DNO
00290000000000021c41,MR/LWAL/DNO
00290000000000021c73,MUR/LWAL/DNO
00290000000000021c91,CR/LFINF/DUC
00290000000000021caf,MUR/LWAL/DNO
00290000000000021cd3,MUR/LWAL/DNO
"00290000000000012e20",MUR/LWAL/DNO
00290000000000012eaa,CR/LFINF/DNO
"002900000000000173e5",MUR/LWAL/DNO
"00290000000000017407",MUR/LWAL/DNO
0029000000000001746e,CR/LFINF/DNO
0029000000000001749d,MUR/LWAL/DNO
0029000000000000c8bc,MUR/LWAL/DNO
0029000000000000c909,MUR/LWAL/DNO
0029000000000000c942,CR/LFINF/DUC
0029000000000000ea4b,MUR/LWAL/DNO
0029000000000000ea7a,MUR/LWAL/DNO
0029000000000000eaba,MUR/LWAL/DNO
"002900000000000315e2",MUR/LWAL/DNO
002900000000000315f6,CR/LDUAL/DUC
0029000000000003164b,CR/LFINF/DNO
"00290000000000008383",MUR/LWAL/DNO
002900000000000083f5,MUR/LWAL/DNO
0029000000000002cfc5,MUR/LWAL/DNO
"0029000000000002d006",CR/LFINF/DNO
"0029000000000002d008",CR/LWAL/DUC
"0029000000000001e489",MCF/LWAL/DUC
0029000000000001e4d4,MUR/LWAL/DNO
"0029000000000001e500",CR/LFINF/DNO
00290000000000028d9e,MUR/LWAL/DNO
00290000000000028daa,MUR/LWAL/DNO
"00290000000000028e24",CR/LFINF/DNO
00290000000000019fed,CR/LFINF/DUC
0029000000000001a02d,MUR/LWAL/DNO
0029000000000001a045,MUR/LWAL/DNO
00290000000000015b1e,MUR/LWAL/DNO
00290000000000015bda,CR/LFINF/DUC
00290000000000015c23,CR/LFINF/DNO
0029000000000001ff2f,MUR/LWAL/DNO
0029000000000001ffdf,MUR/LWAL/DNO
0029000000000001fff8,MUR/LWAL/DNO
"00290000000000020052",CR/LFINF/DNO
"00290000000000024669",MUR/LWAL/DNO
"00290000000000011426",MUR/LWAL/DNO
"00290000000000011469",MUR/LWAL/DNO
0029000000000000ad1b,MUR/LWAL/DNO
0029000000000000ad4f,MUR/LWAL/DNO
0029000000000000ae0b,MCF/LWAL/DNO
0029000000000000ae5e,MUR/LWAL/DNO
002900000000000341a9,MUR/LWAL/DNO
002900000000000341b3,MUR/LWAL/DNO
002900000000000341c9,MUR/LWAL/DNO
"00290000000000034222",MUR/LWAL/DNO
"00290000000000034227",CR/LFINF/DNO
"00290000000000034230",MUR/LWAL/DNO
"00290000000000006916",MUR/LWAL/DNO
"00290000000000006948",MUR/LWAL/DNO
0029000000000002ff5f,MUR/LWAL/DNO
"002900000000000023e8",MUR/LWAL/DNO
0029000000000001854c,MUR/LWAL/DNO
"00290000000000018552",MUR/LWAL/DNO
002900000000000185cf,CR/LFINF/DNO
"00290000000000018630",CR/LFINF/DUC
0029000000000001cca4,MUR/LWAL/DNO
0029000000000001ccb5,CR/LFINF/DNO
0029000000000001ccb9,MUR/LWAL/DNO
002900000000000270ee,MUR/LWAL/DNO
0029000000000002713f,MUR/LWAL/DNO
"00290000000000027158",MUR/LWAL/DNO
"00290000000000027164",MUR/LWAL/DNO
0029000000000002719a,MUR/LWAL/DNO
002900000000000271b9,MUR/LWAL/DNO
002900000000000271cd,MUR/LWAL/DNO
"002900000000000140d8",MUR/LWAL/DNO
002900000000000140f4,CR/LFINF/DNO
"00290000000000014100",MUR/LWAL/DNO
002900000000000229c6,MUR/LWAL/DNO
"002900000000000229e3",MCF/LWAL/DNO
00290000000000022a7c,MR/LWAL/DNO
00290000000000022a91,MCF/LWAL/DUC
00290000000000022aa2,CR/LFINF/DNO
0029000000000000ff5a,MUR/LWAL/DNO
0029000000000000ff7e,MUR/LWAL/DNO
0029000000000000ffd1,MUR/LWAL/DNO
00290000000000004ff1,MUR/LWAL/DNO
"00290000000000005053",MUR/LWAL/DNO
"00290000000000005081",MUR/LWAL/DNO
0029000000000000508e,MR/LWAL/DNO
"00290000000000005090",MUR/LWAL/DNO
002900000000000050a8,MUR/LWAL/DNO
002900000000000050b7,CR/LFINF/DUC
002900000000000093f4,MUR/LWAL/DNO
0029000000000000943e,MUR/LWAL/DNO
"00290000000000009492",CR/LFINF/DNO
002900000000000328da,MUR/LWAL/DNO
0029000000000000093d,MUR/LWAL/DNO
002900000000000009c4,CR/LFINF/DNO
002900000000000009f3,CR/LFINF/DUC
00290000000000000a06,MUR/LWAL/DNO
00290000000000000a08,CR/LWAL/DUC
00290000000000000a0a,MUR/LWAL/DNO
00290000000000000a36,MUR/LWAL/DNO
"0029000000000002e354",MR/LWAL/DNO
0029000000000002e3a3,MUR/LWAL/DNO
"00290000000000025646",CR/LFINF/DNO
00290000000000029b94,MUR/LWAL/DNO
00290000000000029b9f,MUR/LWAL/DNO
00290000000000029bd2,CR/LFINF/DNO
00290000000000029bfb,MUR/LWAL/DNO
00290000000000020ff5,MUR/LWAL/DNO
"00290000000000021008",MUR/LWAL/DNO
0029000000000002101b,MUR/LWAL/DNO
"00290000000000021074",MUR/LWAL/DNO
"00290000000000017033",CR/LFINF/DNO
0029000000000000c017,CR/LFINF/DNO
002900000000000354de,MCF/LWAL/DNO
002900000000000354ec,MUR/LWAL/DNO
"00290000000000012780",CR/LFINF/DNO
"00290000000000030d20",MUR/LWAL/DNO
"00290000000000030d63",CR/LFINF/DUC
00290000000000030d6c,MUR/LWAL/DNO
00290000000000030dbf,MUR/LWAL/DNO
00290000000000030de9,MUR/LWAL/DNO
00290000000000030df5,MUR/LWAL/DNO
00290000000000007a5f,CR/LFINF/DUC
00290000000000007ac2,MUR/LWAL/DNO
0029000000000002c6c1,MUR/LWAL/DNO
0029000000000002c747,MUR/LWAL/DNO
0029000000000002c759,MCF/LWAL/DNO
0029000000000002c77b,MUR/LWAL/DNO
0029000000000002c7d9,CR/LFINF/DNO
0029000000000002c7e7,MUR/LWAL/DNO
0029000000000001dfdf,MUR/LWAL/DNO
0029000000000001dff7,MUR/LWAL/DNO
"0029000000000001e039",MUR/LWAL/DNO
0029000000000001e0e6,MUR/LWAL/DNO
002900000000000035f1,MR/LWAL/DNO
002900000000000281c9,CR/LFINF/DUC
002900000000000281cc,MUR/LWAL/DNO
"002900000000000281d3",CR/LFINF/DNO
00290000000000023ce7,CR/LFINF/DNO
00290000000000023d8f,MUR/LWAL/DNO
00290000000000023e0c,MUR/LWAL/DNO
"00290000000000023e27",MUR/LWAL/DNO
002900000000000152f3,CR/LFINF/DNO
002900000000000153c3,CR/LFINF/DNO
00290000000000010c17,MUR/LWAL/DNO
00290000000000010c63,MUR/LWAL/DNO
00290000000000010cc4,MUR/LWAL/DNO
"00290000000000010d20",MUR/LWAL/DNO
"00290000000000010d21",CR/LFINF/DUC
0029000000000000a553,MUR/LWAL/DNO
0029000000000000a583,MUR/LWAL/DNO
0029000000000000a58f,CR/LFINF/DNO
0029000000000000a5ee,MUR/LWAL/DNO
0029000000000001f5ce,MUR/LWAL/DNO
0029000000000001f6ba,MUR/LWAL/DNO
0029000000000001f6f4,CR/LFINF/DNO
0029000000000003398c,MUR/LWAL/DNO
"002900000000000064d0",MUR/LWAL/DNO
002900000000000064db,MUR/LWAL/DNO
0029000000000002f44a,MR/LWAL/DNO
0029000000000002f468,MUR/LWAL/DNO
00290000000000001cee,CR/LFINF/DUC
00290000000000001df9,CR/LDUAL/DUC
0029000000000002ae64,MUR/LWAL/DNO
0029000000000002ae67,MUR/LWAL/DNO
0029000000000002aeff,MUR/LWAL/DNO
0029000000000001c450,MUR/LWAL/DNO
0029000000000001c47c,CR/LFINF/DNO
0029000000000001c489,MCF/LWAL/DUC
0029000000000002674f,MUR/LWAL/DNO
002900000000000267b1,CR/LFINF/DUC
002900000000000267b3,MUR/LWAL/DNO
002900000000000267c4,MR/LWAL/DNO
"002900000000000267d5",MUR/LWAL/DNO
"00290000000000013779",MCF/LWAL/DUC
0029000000000001379d,MUR/LWAL/DNO
"00290000000000013859",CR/LFINF/DUC
"00290000000000017d84",CR/LFINF/DNO
00290000000000017dcc,CR/LFINF/DNO
002900000000000221ad,CR/LFINF/DNO
002900000000000221c2,CR/LWAL/DUC
0029000000000002220f,MUR/LWAL/DNO
0029000000000000deb0,CR/LFINF/DNO
0029000000000000df20,CR/LFINF/DNO
0029000000000000df3f,MUR/LWAL/DNO
0029000000000000df65,MUR/LWAL/DNO
0029000000000000df77,CR/LFINF/DUC
0029000000000000df78,CR/LFINF/DUC
0029000000000000f1f3,MUR/LWAL/DNO
0029000000000000f238,MCF/LWAL/DNO
0029000000000000f23d,MR/LWAL/DNO
0029000000000000f24e,MUR/LWAL/DNO
0029000000000000f27a,MUR/LWAL/DNO
"00290000000000004848",MUR/LWAL/DNO
"00290000000000004856",MUR/LWAL/DNO
"00290000000000004881",MUR/LWAL/DNO
002900000000000048c7,CR/LFINF/DNO
002900000000000048cb,CR/LFINF/DNO
002900000000000048dc,MUR/LWAL/DNO
"00290000000000008d04",MUR/LWAL/DNO
"00290000000000008d17",MUR/LWAL/DNO
00290000000000008d2b,CR/LFINF/DNO
00290000000000008d4a,MUR/LWAL/DNO
00290000000000008d4b,MUR/LWAL/DNO
"00290000000000008d50",MUR/LWAL/DNO
00290000000000008d8d,CR/LFINF/DNO
"00290000000000008d96",MCF/LWAL/DNO
00290000000000008da8,CR/LFINF/DNO
"00290000000000032085",MUR/LWAL/DNO
002900000000000320a7,MUR/LWAL/DNO
002900000000000320f3,MCF/LWAL/DUC
"00290000000000000168",CR/LFINF/DNO
0029000000000000018d,MCF/LWAL/DUC
"002900000000000001d3",MUR/LWAL/DNO
0029000000000002d87c,MUR/LWAL/DNO
0029000000000002d94b,MUR/LWAL/DNO
"0029000000000002d980",CR/LFINF/DUC
0029000000000002d99f,MUR/LWAL/DNO
0029000000000002d9dc,CR/LFINF/DNO
002900000000000292a3,MUR/LWAL/DNO
0029000000000002932a,CR/LFINF/DNO
0029000000000001a941,MCF/LWAL/DNO
0029000000000001a951,CR/LFINF/DNO
0029000000000001a9a5,CR/LFINF/DUC
0029000000000001a9aa,CR/LFINF/DUC
"00290000000000020955",MUR/LWAL/DNO
002900000000000209a4,CR/LFINF/DUC
